tripmode,tourmode,purpose,value,grp_var
11,PNR-Transit,jmain,0.0,jmaintourmode7
11,PNR-Transit,schl,0.0,schltourmode7
11,PNR-Transit,total,1619.0,totaltourmode7
11,PNR-Transit,univ,50.0,univtourmode7
11,PNR-Transit,work,390.0,worktourmode7
11,PNR-Transit,atwork,0.0,atworktourmode7
11,School Bus,idisc,0.0,idisctourmode10
11,School Bus,imain,0.0,imaintourmode10
11,School Bus,jdisc,0.0,jdisctourmode10
11,School Bus,jmain,0.0,jmaintourmode10
11,School Bus,schl,2784.0,schltourmode10
11,School Bus,total,2784.0,totaltourmode10
11,School Bus,univ,0.0,univtourmode10
11,School Bus,work,0.0,worktourmode10
11,School Bus,atwork,0.0,atworktourmode10
11,Auto 2 Person,idisc,0.0,idisctourmode2
11,Auto 2 Person,imain,0.0,imaintourmode2
11,Auto 2 Person,jdisc,0.0,jdisctourmode2
11,Auto 2 Person,jmain,0.0,jmaintourmode2
11,Auto 2 Person,schl,0.0,schltourmode2
11,Auto 2 Person,total,0.0,totaltourmode2
11,Auto 2 Person,univ,0.0,univtourmode2
11,Auto 2 Person,work,0.0,worktourmode2
11,Auto 2 Person,atwork,0.0,atworktourmode2
11,Auto 3+ Person,idisc,0.0,idisctourmode3
11,Auto 3+ Person,imain,0.0,imaintourmode3
11,Auto 3+ Person,jdisc,0.0,jdisctourmode3
11,Auto 3+ Person,jmain,0.0,jmaintourmode3
11,Auto 3+ Person,schl,0.0,schltourmode3
11,Auto 3+ Person,total,0.0,totaltourmode3
11,Auto 3+ Person,univ,0.0,univtourmode3
11,Auto 3+ Person,work,0.0,worktourmode3
11,Auto 3+ Person,atwork,0.0,atworktourmode3
11,Taxi,idisc,96308.0,idisctourmode11
11,Taxi,imain,121101.0,imaintourmode11
11,Taxi,jdisc,11834.0,jdisctourmode11
11,Taxi,jmain,1339.0,jmaintourmode11
11,Taxi,schl,8869.0,schltourmode11
11,Taxi,total,315025.0,totaltourmode11
11,Taxi,univ,5013.0,univtourmode11
11,Taxi,work,59931.0,worktourmode11
11,Taxi,atwork,10631.0,atworktourmode11
11,TNR-Transit,idisc,198.0,idisctourmode9
11,TNR-Transit,imain,75.0,imaintourmode9
11,TNR-Transit,jdisc,0.0,jdisctourmode9
11,TNR-Transit,jmain,0.0,jmaintourmode9
11,TNR-Transit,schl,0.0,schltourmode9
11,TNR-Transit,total,3083.0,totaltourmode9
11,TNR-Transit,univ,0.0,univtourmode9
11,TNR-Transit,work,3624.0,worktourmode9
11,TNR-Transit,atwork,0.0,atworktourmode9
11,Auto SOV,idisc,0.0,idisctourmode4
11,Auto SOV,imain,0.0,imaintourmode4
11,Auto SOV,jdisc,0.0,jdisctourmode4
11,Auto SOV,jmain,0.0,jmaintourmode4
11,Auto SOV,schl,0.0,schltourmode4
11,Auto SOV,total,0.0,totaltourmode4
11,Auto SOV,univ,0.0,univtourmode4
11,Auto SOV,work,0.0,worktourmode4
11,Auto SOV,atwork,0.0,atworktourmode4
11,Walk-Transit,idisc,2850.0,idisctourmode6
11,Walk-Transit,imain,4522.0,imaintourmode6
11,Walk-Transit,jdisc,2619.0,jdisctourmode6
11,Walk-Transit,jmain,0.0,jmaintourmode6
11,Walk-Transit,schl,404.0,schltourmode6
11,Walk-Transit,total,38182.0,totaltourmode6
11,Walk-Transit,univ,3663.0,univtourmode6
11,Walk-Transit,work,27560.0,worktourmode6
11,Walk-Transit,atwork,0.0,atworktourmode6
9,Total,idisc,1311.0,idiscTotal
9,Total,imain,2161.0,imainTotal
9,Total,jdisc,257.0,jdiscTotal
9,Total,jmain,124.0,jmainTotal
9,Total,schl,343.0,schlTotal
9,Total,total,15413.0,totalTotal
9,Total,univ,788.0,univTotal
9,Total,work,9765.0,workTotal
9,Total,atwork,663.0,atworkTotal
9,Bike/Moped,idisc,0.0,idisctourmode5
9,Bike/Moped,imain,0.0,imaintourmode5
9,Bike/Moped,jdisc,0.0,jdisctourmode5
9,Bike/Moped,jmain,0.0,jmaintourmode5
9,Bike/Moped,schl,0.0,schltourmode5
9,Bike/Moped,total,0.0,totaltourmode5
9,Bike/Moped,univ,0.0,univtourmode5
9,Bike/Moped,work,0.0,worktourmode5
9,Bike/Moped,atwork,0.0,atworktourmode5
9,Auto SOV,idisc,0.0,idisctourmode1
9,Auto SOV,imain,0.0,imaintourmode1
9,Auto SOV,jdisc,0.0,jdisctourmode1
9,Auto SOV,jmain,0.0,jmaintourmode1
9,Auto SOV,schl,0.0,schltourmode1
9,Auto SOV,total,0.0,totaltourmode1
9,Auto SOV,univ,0.0,univtourmode1
9,Auto SOV,work,0.0,worktourmode1
9,Auto SOV,atwork,0.0,atworktourmode1
9,KNR-Transit,idisc,0.0,idisctourmode8
9,KNR-Transit,imain,0.0,imaintourmode8
9,KNR-Transit,jdisc,0.0,jdisctourmode8
9,KNR-Transit,jmain,0.0,jmaintourmode8
9,KNR-Transit,schl,0.0,schltourmode8
9,KNR-Transit,total,0.0,totaltourmode8
9,KNR-Transit,univ,0.0,univtourmode8
9,KNR-Transit,work,0.0,worktourmode8
9,KNR-Transit,atwork,0.0,atworktourmode8
9,PNR-Transit,idisc,0.0,idisctourmode7
9,PNR-Transit,imain,0.0,imaintourmode7
9,PNR-Transit,jdisc,0.0,jdisctourmode7
9,PNR-Transit,jmain,0.0,jmaintourmode7
9,PNR-Transit,schl,0.0,schltourmode7
9,PNR-Transit,total,0.0,totaltourmode7
9,PNR-Transit,univ,0.0,univtourmode7
9,PNR-Transit,work,0.0,worktourmode7
9,PNR-Transit,atwork,0.0,atworktourmode7
9,School Bus,idisc,0.0,idisctourmode10
9,School Bus,imain,0.0,imaintourmode10
9,School Bus,jdisc,0.0,jdisctourmode10
9,School Bus,jmain,0.0,jmaintourmode10
9,School Bus,schl,0.0,schltourmode10
9,School Bus,total,0.0,totaltourmode10
9,School Bus,univ,0.0,univtourmode10
9,School Bus,work,0.0,worktourmode10
9,School Bus,atwork,0.0,atworktourmode10
9,Auto 2 Person,idisc,0.0,idisctourmode2
9,Auto 2 Person,imain,0.0,imaintourmode2
9,Auto 2 Person,jdisc,0.0,jdisctourmode2
9,Auto 2 Person,jmain,0.0,jmaintourmode2
9,Auto 2 Person,schl,0.0,schltourmode2
9,Auto 2 Person,total,0.0,totaltourmode2
9,Auto 2 Person,univ,0.0,univtourmode2
9,Auto 2 Person,work,0.0,worktourmode2
9,Auto 2 Person,atwork,0.0,atworktourmode2
9,Auto 3+ Person,idisc,0.0,idisctourmode3
9,Auto 3+ Person,imain,0.0,imaintourmode3
9,Auto 3+ Person,jdisc,0.0,jdisctourmode3
9,Auto 3+ Person,jmain,0.0,jmaintourmode3
9,Auto 3+ Person,schl,0.0,schltourmode3
9,Auto 3+ Person,total,0.0,totaltourmode3
9,Auto 3+ Person,univ,0.0,univtourmode3
9,Auto 3+ Person,work,0.0,worktourmode3
9,Auto 3+ Person,atwork,0.0,atworktourmode3
9,Taxi,idisc,0.0,idisctourmode11
9,Taxi,imain,0.0,imaintourmode11
9,Taxi,jdisc,0.0,jdisctourmode11
9,Taxi,jmain,0.0,jmaintourmode11
9,Taxi,schl,0.0,schltourmode11
9,Taxi,total,0.0,totaltourmode11
9,Taxi,univ,0.0,univtourmode11
9,Taxi,work,0.0,worktourmode11
9,Taxi,atwork,0.0,atworktourmode11
9,TNR-Transit,idisc,1311.0,idisctourmode9
9,TNR-Transit,imain,2161.0,imaintourmode9
9,TNR-Transit,jdisc,257.0,jdisctourmode9
9,TNR-Transit,jmain,124.0,jmaintourmode9
9,TNR-Transit,schl,343.0,schltourmode9
9,TNR-Transit,total,15413.0,totaltourmode9
9,TNR-Transit,univ,788.0,univtourmode9
9,TNR-Transit,work,9765.0,worktourmode9
9,TNR-Transit,atwork,663.0,atworktourmode9
9,Auto SOV,idisc,0.0,idisctourmode4
9,Auto SOV,imain,0.0,imaintourmode4
9,Auto SOV,jdisc,0.0,jdisctourmode4
9,Auto SOV,jmain,0.0,jmaintourmode4
9,Auto SOV,schl,0.0,schltourmode4
9,Auto SOV,total,0.0,totaltourmode4
9,Auto SOV,univ,0.0,univtourmode4
9,Auto SOV,work,0.0,worktourmode4
9,Auto SOV,atwork,0.0,atworktourmode4
9,Walk-Transit,idisc,0.0,idisctourmode6
9,Walk-Transit,imain,0.0,imaintourmode6
9,Walk-Transit,jdisc,0.0,jdisctourmode6
9,Walk-Transit,jmain,0.0,jmaintourmode6
9,Walk-Transit,schl,0.0,schltourmode6
9,Walk-Transit,total,0.0,totaltourmode6
9,Walk-Transit,univ,0.0,univtourmode6
9,Walk-Transit,work,0.0,worktourmode6
9,Walk-Transit,atwork,0.0,atworktourmode6
4,Total,idisc,929109.0,idiscTotal
4,Total,imain,1156537.0,imainTotal
4,Total,jdisc,67517.0,jdiscTotal
4,Total,jmain,40751.0,jmainTotal
4,Total,schl,438663.0,schlTotal
4,Total,total,3506681.0,totalTotal
4,Total,univ,105710.0,univTotal
4,Total,work,439837.0,workTotal
4,Total,atwork,316144.0,atworkTotal
4,Bike/Moped,idisc,0.0,idisctourmode5
4,Bike/Moped,imain,0.0,imaintourmode5
4,Bike/Moped,jdisc,0.0,jdisctourmode5
4,Bike/Moped,jmain,0.0,jmaintourmode5
4,Bike/Moped,schl,0.0,schltourmode5
4,Bike/Moped,total,0.0,totaltourmode5
4,Bike/Moped,univ,0.0,univtourmode5
4,Bike/Moped,work,0.0,worktourmode5
4,Bike/Moped,atwork,0.0,atworktourmode5
4,Auto SOV,idisc,41579.0,idisctourmode1
4,Auto SOV,imain,78363.0,imaintourmode1
4,Auto SOV,jdisc,0.0,jdisctourmode1
4,Auto SOV,jmain,0.0,jmaintourmode1
4,Auto SOV,schl,1387.0,schltourmode1
4,Auto SOV,total,171395.0,totaltourmode1
4,Auto SOV,univ,4583.0,univtourmode1
4,Auto SOV,work,42125.0,worktourmode1
4,Auto SOV,atwork,3358.0,atworktourmode1
4,KNR-Transit,idisc,0.0,idisctourmode8
4,KNR-Transit,imain,0.0,imaintourmode8
4,KNR-Transit,jdisc,0.0,jdisctourmode8
4,KNR-Transit,jmain,0.0,jmaintourmode8
4,KNR-Transit,schl,0.0,schltourmode8
4,KNR-Transit,total,0.0,totaltourmode8
4,KNR-Transit,univ,0.0,univtourmode8
4,KNR-Transit,work,0.0,worktourmode8
4,KNR-Transit,atwork,0.0,atworktourmode8
4,PNR-Transit,idisc,0.0,idisctourmode7
4,PNR-Transit,imain,0.0,imaintourmode7
4,PNR-Transit,jdisc,0.0,jdisctourmode7
4,PNR-Transit,jmain,0.0,jmaintourmode7
4,PNR-Transit,schl,0.0,schltourmode7
4,PNR-Transit,total,0.0,totaltourmode7
4,PNR-Transit,univ,0.0,univtourmode7
4,PNR-Transit,work,0.0,worktourmode7
4,PNR-Transit,atwork,0.0,atworktourmode7
4,School Bus,idisc,0.0,idisctourmode10
4,School Bus,imain,0.0,imaintourmode10
4,School Bus,jdisc,0.0,jdisctourmode10
4,School Bus,jmain,0.0,jmaintourmode10
4,School Bus,schl,32468.0,schltourmode10
4,School Bus,total,32468.0,totaltourmode10
4,School Bus,univ,0.0,univtourmode10
4,School Bus,work,0.0,worktourmode10
4,School Bus,atwork,0.0,atworktourmode10
4,Auto 2 Person,idisc,29884.0,idisctourmode2
4,Auto 2 Person,imain,55983.0,imaintourmode2
4,Auto 2 Person,jdisc,4803.0,jdisctourmode2
4,Auto 2 Person,jmain,2045.0,jmaintourmode2
4,Auto 2 Person,schl,36695.0,schltourmode2
4,Auto 2 Person,total,165892.0,totaltourmode2
4,Auto 2 Person,univ,5040.0,univtourmode2
4,Auto 2 Person,work,31073.0,worktourmode2
4,Auto 2 Person,atwork,369.0,atworktourmode2
4,Auto 3+ Person,idisc,26520.0,idisctourmode3
4,Auto 3+ Person,imain,36239.0,imaintourmode3
4,Auto 3+ Person,jdisc,2454.0,jdisctourmode3
4,Auto 3+ Person,jmain,2131.0,jmaintourmode3
4,Auto 3+ Person,schl,53023.0,schltourmode3
4,Auto 3+ Person,total,140496.0,totaltourmode3
4,Auto 3+ Person,univ,1796.0,univtourmode3
4,Auto 3+ Person,work,18258.0,worktourmode3
4,Auto 3+ Person,atwork,73.0,atworktourmode3
4,Taxi,idisc,20507.0,idisctourmode11
4,Taxi,imain,24651.0,imaintourmode11
4,Taxi,jdisc,3074.0,jdisctourmode11
4,Taxi,jmain,241.0,jmaintourmode11
4,Taxi,schl,1538.0,schltourmode11
4,Taxi,total,77804.0,totaltourmode11
4,Taxi,univ,879.0,univtourmode11
4,Taxi,work,25111.0,worktourmode11
4,Taxi,atwork,1804.0,atworktourmode11
4,TNR-Transit,idisc,0.0,idisctourmode9
4,TNR-Transit,imain,0.0,imaintourmode9
4,TNR-Transit,jdisc,0.0,jdisctourmode9
4,TNR-Transit,jmain,0.0,jmaintourmode9
4,TNR-Transit,schl,0.0,schltourmode9
4,TNR-Transit,total,0.0,totaltourmode9
4,TNR-Transit,univ,0.0,univtourmode9
4,TNR-Transit,work,0.0,worktourmode9
4,TNR-Transit,atwork,0.0,atworktourmode9
4,Auto SOV,idisc,779991.0,idisctourmode4
4,Auto SOV,imain,919254.0,imaintourmode4
4,Auto SOV,jdisc,53315.0,jdisctourmode4
4,Auto SOV,jmain,35797.0,jmaintourmode4
4,Auto SOV,schl,306821.0,schltourmode4
4,Auto SOV,total,2633249.0,totaltourmode4
4,Auto SOV,univ,68449.0,univtourmode4
4,Auto SOV,work,162851.0,worktourmode4
4,Auto SOV,atwork,306771.0,atworktourmode4
4,Walk-Transit,idisc,30628.0,idisctourmode6
4,Walk-Transit,imain,42047.0,imaintourmode6
4,Walk-Transit,jdisc,3871.0,jdisctourmode6
4,Walk-Transit,jmain,537.0,jmaintourmode6
4,Walk-Transit,schl,6731.0,schltourmode6
4,Walk-Transit,total,285377.0,totaltourmode6
4,Walk-Transit,univ,24963.0,univtourmode6
4,Walk-Transit,work,160419.0,worktourmode6
4,Walk-Transit,atwork,3769.0,atworktourmode6
6,Total,idisc,86727.0,idiscTotal
6,Total,imain,136529.0,imainTotal
6,Total,jdisc,10315.0,jdiscTotal
6,Total,jmain,10255.0,jmainTotal
6,Total,schl,45457.0,schlTotal
6,Total,total,994765.0,totalTotal
6,Total,univ,75316.0,univTotal
6,Total,work,606592.0,workTotal
6,Total,atwork,23574.0,atworkTotal
6,Bike/Moped,idisc,0.0,idisctourmode5
6,Bike/Moped,imain,0.0,imaintourmode5
6,Bike/Moped,jdisc,0.0,jdisctourmode5
6,Bike/Moped,jmain,0.0,jmaintourmode5
6,Bike/Moped,schl,0.0,schltourmode5
6,Bike/Moped,total,0.0,totaltourmode5
6,Bike/Moped,univ,0.0,univtourmode5
6,Bike/Moped,work,0.0,worktourmode5
6,Bike/Moped,atwork,0.0,atworktourmode5
6,Auto SOV,idisc,0.0,idisctourmode1
6,Auto SOV,imain,0.0,imaintourmode1
6,Auto SOV,jdisc,0.0,jdisctourmode1
6,Auto SOV,jmain,0.0,jmaintourmode1
6,Auto SOV,schl,0.0,schltourmode1
6,Auto SOV,total,0.0,totaltourmode1
6,Auto SOV,univ,0.0,univtourmode1
6,Auto SOV,work,0.0,worktourmode1
6,Auto SOV,atwork,0.0,atworktourmode1
6,KNR-Transit,idisc,0.0,idisctourmode8
6,KNR-Transit,imain,0.0,imaintourmode8
6,KNR-Transit,jdisc,0.0,jdisctourmode8
6,KNR-Transit,jmain,0.0,jmaintourmode8
6,KNR-Transit,schl,0.0,schltourmode8
6,KNR-Transit,total,0.0,totaltourmode8
6,KNR-Transit,univ,0.0,univtourmode8
6,KNR-Transit,work,0.0,worktourmode8
6,KNR-Transit,atwork,0.0,atworktourmode8
6,PNR-Transit,idisc,0.0,idisctourmode7
6,PNR-Transit,imain,0.0,imaintourmode7
6,PNR-Transit,jdisc,0.0,jdisctourmode7
6,PNR-Transit,jmain,0.0,jmaintourmode7
6,PNR-Transit,schl,0.0,schltourmode7
6,PNR-Transit,total,0.0,totaltourmode7
6,PNR-Transit,univ,0.0,univtourmode7
6,PNR-Transit,work,0.0,worktourmode7
6,PNR-Transit,atwork,0.0,atworktourmode7
6,School Bus,idisc,0.0,idisctourmode10
6,School Bus,imain,0.0,imaintourmode10
6,School Bus,jdisc,0.0,jdisctourmode10
6,School Bus,jmain,0.0,jmaintourmode10
6,School Bus,schl,0.0,schltourmode10
6,School Bus,total,0.0,totaltourmode10
6,School Bus,univ,0.0,univtourmode10
6,School Bus,work,0.0,worktourmode10
6,School Bus,atwork,0.0,atworktourmode10
6,Auto 2 Person,idisc,0.0,idisctourmode2
6,Auto 2 Person,imain,0.0,imaintourmode2
6,Auto 2 Person,jdisc,0.0,jdisctourmode2
6,Auto 2 Person,jmain,0.0,jmaintourmode2
6,Auto 2 Person,schl,0.0,schltourmode2
6,Auto 2 Person,total,0.0,totaltourmode2
6,Auto 2 Person,univ,0.0,univtourmode2
6,Auto 2 Person,work,0.0,worktourmode2
6,Auto 2 Person,atwork,0.0,atworktourmode2
6,Auto 3+ Person,idisc,0.0,idisctourmode3
6,Auto 3+ Person,imain,0.0,imaintourmode3
6,Auto 3+ Person,jdisc,0.0,jdisctourmode3
6,Auto 3+ Person,jmain,0.0,jmaintourmode3
6,Auto 3+ Person,schl,0.0,schltourmode3
6,Auto 3+ Person,total,0.0,totaltourmode3
6,Auto 3+ Person,univ,0.0,univtourmode3
6,Auto 3+ Person,work,0.0,worktourmode3
6,Auto 3+ Person,atwork,0.0,atworktourmode3
6,Taxi,idisc,0.0,idisctourmode11
6,Taxi,imain,0.0,imaintourmode11
6,Taxi,jdisc,0.0,jdisctourmode11
6,Taxi,jmain,0.0,jmaintourmode11
6,Taxi,schl,0.0,schltourmode11
6,Taxi,total,0.0,totaltourmode11
6,Taxi,univ,0.0,univtourmode11
6,Taxi,work,0.0,worktourmode11
6,Taxi,atwork,0.0,atworktourmode11
6,TNR-Transit,idisc,0.0,idisctourmode9
6,TNR-Transit,imain,0.0,imaintourmode9
6,TNR-Transit,jdisc,0.0,jdisctourmode9
6,TNR-Transit,jmain,0.0,jmaintourmode9
6,TNR-Transit,schl,0.0,schltourmode9
6,TNR-Transit,total,0.0,totaltourmode9
6,TNR-Transit,univ,0.0,univtourmode9
6,TNR-Transit,work,0.0,worktourmode9
6,TNR-Transit,atwork,0.0,atworktourmode9
6,Auto SOV,idisc,0.0,idisctourmode4
6,Auto SOV,imain,0.0,imaintourmode4
6,Auto SOV,jdisc,0.0,jdisctourmode4
6,Auto SOV,jmain,0.0,jmaintourmode4
6,Auto SOV,schl,0.0,schltourmode4
6,Auto SOV,total,0.0,totaltourmode4
6,Auto SOV,univ,0.0,univtourmode4
6,Auto SOV,work,0.0,worktourmode4
6,Auto SOV,atwork,0.0,atworktourmode4
6,Walk-Transit,idisc,86727.0,idisctourmode6
6,Walk-Transit,imain,136529.0,imaintourmode6
6,Walk-Transit,jdisc,10315.0,jdisctourmode6
6,Walk-Transit,jmain,10255.0,jmaintourmode6
6,Walk-Transit,schl,45457.0,schltourmode6
6,Walk-Transit,total,994765.0,totaltourmode6
6,Walk-Transit,univ,75316.0,univtourmode6
6,Walk-Transit,work,606592.0,worktourmode6
6,Walk-Transit,atwork,23574.0,atworktourmode6
